,zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
25,75044,32.96264,-96.65323,Garland,TX,Texas,TRUE,,43292,1556.5,48113,Dallas,"{""48113"": ""99.36"", ""48085"": ""0.64""}",Dallas|Collin,48113|48085,FALSE,FALSE,America/Chicago
26,75048,32.972,-96.58085,Sachse,TX,Texas,TRUE,,25598,942.2,48113,Dallas,"{""48113"": ""68.91"", ""48085"": ""31.09""}",Dallas|Collin,48113|48085,FALSE,FALSE,America/Chicago
27,75050,32.77409,-97.00532,Grand Prairie,TX,Texas,TRUE,,43174,673.5,48113,Dallas,"{""48113"": ""76.1"", ""48439"": ""23.9""}",Dallas|Tarrant,48113|48439,FALSE,FALSE,America/Chicago
28,75051,32.72758,-96.99437,Grand Prairie,TX,Texas,TRUE,,40923,1301,48113,Dallas,"{""48113"": ""90.73"", ""48439"": ""9.27""}",Dallas|Tarrant,48113|48439,FALSE,FALSE,America/Chicago
29,75052,32.6659,-97.02649,Grand Prairie,TX,Texas,TRUE,,95495,1409.5,48113,Dallas,"{""48113"": ""62.84"", ""48439"": ""37.16""}",Dallas|Tarrant,48113|48439,FALSE,FALSE,America/Chicago
30,75054,32.59059,-97.04051,Grand Prairie,TX,Texas,TRUE,,11927,849.6,48439,Tarrant,"{""48439"": ""97.63"", ""48113"": ""2.37""}",Tarrant|Dallas,48439|48113,FALSE,FALSE,America/Chicago
31,75056,33.07393,-96.91484,The Colony,TX,Texas,TRUE,,60554,927.2,48121,Denton,"{""48121"": ""100""}",Denton,48121,FALSE,FALSE,America/Chicago
32,75057,33.04952,-96.98383,Lewisville,TX,Texas,TRUE,,14960,567.1,48121,Denton,"{""48121"": ""100""}",Denton,48121,FALSE,FALSE,America/Chicago
33,75058,33.45012,-96.74225,Gunter,TX,Texas,TRUE,,2666,17.9,48181,Grayson,"{""48181"": ""100""}",Grayson,48181,FALSE,FALSE,America/Chicago
34,75060,32.796,-96.95446,Irving,TX,Texas,TRUE,,47764,1391.5,48113,Dallas,"{""48113"": ""100""}",Dallas,48113,FALSE,FALSE,America/Chicago
